id_cliente;nombre;edad;ingreso_mensual;monto_compra;cantidad_pedidos;ciudad;plan;activo;fecha_registro;pais;comentario
CL-00077;Cliente 77;37.0;₡741.499,51;215750.91;7;San Jose;Premium;Si;15/07/2024;Costa Rica;
CL-00209;Cliente 209;31.0;₡967.218,04;19140.02;3;Puntarenas;Empresarial;No;13/03/2023;Costa Rica;
CL-00113;Cliente 113;61.0;₡810.163,74;175480.7;4;Alajuela;Basico;Si;03/03/2024;Costa Rica;
CL-00214;Cliente 214;51.0;₡530.685,01;67919.82;3;Alajuela;Basico;Si;09/08/2023;Costa Rica;
CL-00213;Cliente 213;49.0;₡1.384.788,78;;4;Cartago;Basico;Si;04/03/2023;Costa Rica;
CL-00012;Cliente 12;26.0;₡961.999,24;8452.2;4;  Cartago ;Basico;Si;03/01/2025;Costa Rica;
CL-00056;Cliente 56;47.0;₡1.215.795,67;124256.19;7;Puntarenas;Empresarial;Si;21/07/2024;Costa Rica;
CL-00217;Cliente 217;;₡512.880,27;251168.24;4;  San Jose ;Premium;Si;19/03/2023;Costa Rica;
CL-00189;Cliente 189;46.0;₡1.708.320,16;33711.19;4;San Jose;Empresarial;Si;24/02/2025;Costa Rica;
CL-00274;Cliente 274;64.0;₡1.086.305,60;194670.03;5;Cartago;Basico;Si;17/06/2025;Costa Rica;
CL-00010;Cliente 10;32.0;₡449.043,84;84487.13;5;Heredia;Premium;Si;24/02/2025;Costa Rica;
CL-00256;Cliente 256;54.0;₡565.795,69;126237.34;5;  Heredia ;Basico;No;03/01/2024;Costa Rica;
CL-00267;Cliente 267;36.0;₡367.836,15;98271.35;4;  Alajuela ;Empresarial;Si;09/05/2023;Costa Rica;
CL-00030;Cliente 30;23.0;₡1.077.617,56;69937.07;2;Puntarenas;Premium;Si;25/01/2025;Costa Rica;
CL-00040;Cliente 40;32.0;₡1.024.891,09;25053.98;3;Puntarenas;Basico;No;12/10/2023;Costa Rica;
CL-00105;Cliente 105;64.0;₡1.141.927,95;156773.59;2;San Jose;Premium;Si;09/02/2024;Costa Rica;
CL-00057;Cliente 57;62.0;₡884.967,98;118556.75;5;  Heredia ;Basico;Si;08/12/2024;Costa Rica;
CL-00273;Cliente 273;27.0;₡831.999,57;192717.43;1;Puntarenas;Empresarial;No;09/07/2024;Costa Rica;
CL-00022;Cliente 22;25.0;₡389.169,31;91743.04;2;  Puntarenas ;Premium;No;03/05/2023;Costa Rica;
CL-00242;Cliente 242;64.0;₡185.899,07;127133.02;3;Cartago;Premium;Si;18/07/2024;Costa Rica;
CL-00092;Cliente 92;;₡1.027.715,57;139866.44;4;Puntarenas;-;Si;03/08/2024;Costa Rica;
CL-00229;Cliente 229;36.0;₡160.225,34;157864.56;4;Puntarenas;Empresarial;Si;14/04/2025;Costa Rica;
CL-00241;Cliente 241;67.0;₡681.012,14;139032.32;4;  San Jose ;Empresarial;Si;18/08/2024;Costa Rica;
CL-00183;Cliente 183;74.0;₡653.788,26;166288.98;5;  Puntarenas ;Premium;Si;03/02/2025;Costa Rica;
CL-00128;Cliente 128;47.0;₡1.142.734,79;128298.8;4;  Heredia ;Premium;No;05/11/2023;Costa Rica;
CL-00060;Cliente 60;41.0;₡1.069.346,32;87006.7;3;San Jose;Premium;Si;02/03/2023;Costa Rica;
CL-00288;Cliente 288;23.0;₡1.104.674,99;63687.89;2;  Puntarenas ;Premium;No;24/10/2024;Costa Rica;
CL-00173;Cliente 173;55.0;₡948.924,95;235339.24;4;Heredia;Premium;Si;29/12/2024;Costa Rica;
CL-00233;Cliente 233;39.0;₡1.037.988,76;105429.97;3;Puntarenas;Basico;Si;01/05/2023;Costa Rica;
CL-00037;Cliente 37;;₡992.901,31;42768.29;4;Heredia;Premium;Si;09/03/2025;Costa Rica;
CL-00157;Cliente 157;70.0;₡1.078.197,99;44342.34;4;Cartago;-;Si;02/06/2024;Costa Rica;
CL-00003;Cliente 3;;₡664.923,42;99713.19;3;Cartago;Premium;Si;19/01/2024;Costa Rica;
CL-00243;Cliente 243;51.0;₡1.025.735,45;45273.39;4;  Heredia ;Basico;Si;31/10/2024;Costa Rica;
CL-00049;Cliente 49;37.0;₡1.138.322,94;51038.51;5;Cartago;Basico;No;01/04/2025;Costa Rica;
CL-00142;Cliente 142;54.0;₡1.041.733,95;133172.25;2;  San Jose ;Premium;Si;07/04/2025;Costa Rica;
CL-00224;Cliente 224;52.0;₡1.444.655,60;238515.94;3;Alajuela;Basico;Si;22/02/2024;Costa Rica;
CL-00184;Cliente 184;51.0;₡491.013,16;122539.59;1;San Jose;Empresarial;Si;05/02/2023;Costa Rica;
CL-00161;Cliente 161;60.0;₡447.590,31;64976.0;5;Heredia;Empresarial;Si;02/02/2023;Costa Rica;
CL-00220;Cliente 220;63.0;₡1.081.593,23;107127.68;6;Cartago;Premium;No;11/08/2023;Costa Rica;
CL-00100;Cliente 100;61.0;₡627.911,31;101881.9;2;  San Jose ;Basico;Si;29/07/2023;Costa Rica;
CL-00236;Cliente 236;49.0;₡918.843,93;73486.71;3;  Heredia ;Premium;No;03/03/2025;Costa Rica;
CL-00118;Cliente 118;65.0;₡498.125,03;;6;Heredia;Basico;Si;27/03/2023;Costa Rica;
CL-00002;Cliente 2;22.0;₡935.090,93;83864.25;4;  Heredia ;Empresarial;Si;27/05/2024;Costa Rica;
CL-00114;Cliente 114;26.0;₡280.041,60;79055.72;1;San Jose;Premium;Si;16/10/2023;Costa Rica;
CL-00289;Cliente 289;46.0;₡738.606,35;102874.5;4;Puntarenas;Premium;Si;16/12/2023;Costa Rica;
CL-00175;sin dato;41.0;₡373.525,46;245351.82;4;N/A;Premium;Si;08/05/2023;Costa Rica;
CL-00254;Cliente 254;73.0;₡835.299,31;163840.15;3;  Cartago ;Premium;Si;19/01/2025;Costa Rica;
CL-00279;Cliente 279;23.0;₡1.251.196,01;112020.21;4;Alajuela;Basico;Si;16/07/2024;Costa Rica;
CL-00185;Cliente 185;39.0;₡1.253.886,78;179319.29;7;Puntarenas;Premium;Si;20/09/2023;Costa Rica;
CL-00166;Cliente 166;72.0;₡564.642,86;176706.47;1;San Jose;Basico;No;25/07/2023;Costa Rica;
CL-00275;Cliente 275;74.0;₡420.488,77;139194.21;0;San Jose;Basico;Si;10/12/2023;Costa Rica;
CL-00193;Cliente 193;73.0;₡1.041.475,74;82399.64;2;  Puntarenas ;Empresarial;Si;11/12/2024;Costa Rica;
CL-00001;Cliente 1;65.0;₡1.139.260,15;68014.46;2;Puntarenas;Basico;Si;25/04/2024;Costa Rica;
CL-00055;Cliente 55;49.0;₡940.204,12;145158.06;4;  Cartago ;Premium;Si;29/12/2024;Costa Rica;
CL-00029;Cliente 29;;₡383.113,71;80913.09;4;  Cartago ;Basico;Si;03/06/2025;Costa Rica;
CL-00207;Cliente 207;23.0;₡946.755,33;98358.46;1;  San Jose ;Basico;Si;03/04/2025;Costa Rica;
CL-00050;Cliente 50;66.0;₡1.018.233,15;86199.01;2;  San Jose ;Basico;Si;04/12/2023;Costa Rica;
CL-00021;sin dato;66.0;₡765.667,63;113041.42;0;Heredia;Premium;No;13/07/2023;Costa Rica;
CL-00177;Cliente 177;22.0;₡1.129.824,91;123071.18;3;  Alajuela ;Premium;Si;24/03/2024;Costa Rica;
CL-00034;Cliente 34;71.0;₡973.539,05;164818.88;2;  Alajuela ;Premium;Si;22/01/2025;Costa Rica;
CL-00172;Cliente 172;;₡669.246,82;;1;San Jose;Empresarial;Si;23/03/2023;Costa Rica;
CL-00008;Cliente 8;57.0;₡300.272,21;;2;Puntarenas;Basico;No;25/07/2024;Costa Rica;
CL-00148;Cliente 148;18.0;₡1.130.803,51;119469.86;1;  Cartago ;Premium;No;04/01/2023;Costa Rica;
CL-00107;Cliente 107;38.0;₡968.969,35;231010.1;4;  Cartago ;Basico;Si;18/08/2024;Costa Rica;
CL-00098;Cliente 98;30.0;₡856.833,39;79394.62;4;San Jose;Basico;Si;29/04/2023;Costa Rica;
CL-00111;Cliente 111;66.0;₡692.371,08;39114.84;7;Heredia;Basico;Si;22/03/2025;Costa Rica;
CL-00070;Cliente 70;39.0;₡1.040.923,86;192957.99;6;Alajuela;Empresarial;Si;14/10/2023;Costa Rica;
CL-00130;Cliente 130;;₡551.195,23;109884.14;6;  Puntarenas ;Basico;Si;06/06/2023;Costa Rica;
CL-00259;Cliente 259;69.0;₡829.121,95;44647.46;2;  Puntarenas ;Premium;Si;12/02/2023;Costa Rica;
CL-00151;Cliente 151;30.0;₡158.445,02;319687.67;6;Puntarenas;Premium;Si;25/04/2024;Costa Rica;
CL-00027;Cliente 27;24.0;₡1.177.581,64;193098.87;4;N/A;Empresarial;Si;25/11/2024;Costa Rica;
CL-00094;Cliente 94;21.0;₡1.372.103,89;89089.17;4;Heredia;Premium;Si;15/10/2023;Costa Rica;
CL-00149;Cliente 149;40.0;₡679.463,24;215423.11;3;Alajuela;Basico;Si;20/02/2023;Costa Rica;
CL-00120;Cliente 120;31.0;₡673.521,16;159794.78;8;N/A;Basico;Si;12/11/2023;Costa Rica;
CL-00139;Cliente 139;60.0;₡695.187,25;;3;  Heredia ;Basico;Si;02/08/2024;Costa Rica;
CL-00170;Cliente 170;46.0;₡852.527,68;314179.9;6;  Heredia ;Premium;Si;06/04/2024;Costa Rica;
CL-00203;sin dato;61.0;₡771.920,82;97490.62;2;San Jose;Basico;Si;29/09/2023;Costa Rica;
CL-00148;Cliente 148;18.0;₡1.130.803,51;119469.86;1;  Cartago ;Premium;No;04/01/2023;Costa Rica;
CL-00278;Cliente 278;61.0;₡364.519,30;75140.9;3;Cartago;Empresarial;Si;31/01/2025;Costa Rica;
CL-00257;Cliente 257;43.0;₡-74.751,43;96049.24;5;  Alajuela ;Premium;Si;14/12/2023;Costa Rica;
CL-00132;Cliente 132;71.0;₡1.038.510,41;;4;  Puntarenas ;Basico;Si;24/03/2024;Costa Rica;
CL-00250;Cliente 250;70.0;₡1.201.138,46;51889.24;3;Alajuela;Basico;Si;27/02/2023;Costa Rica;
CL-00153;Cliente 153;58.0;₡673.673,68;41410.16;3;  Heredia ;Basico;Si;04/02/2023;Costa Rica;
